"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","5,868","3.9%","35.1%","60.2%","0.7%","47,843","5.8%","11.7%","30.4%","21.5%","10.6%","13.1%","7.0%","82.5%","20.1%","8,821","90.9%","32.8%","8,942","93.1%","14.5%","18,376","80.3%","23.1%","11,704","71.4%","10.2%","","36.8%","21.9%","14.4%","7.5%","","25,552","16,760","20,233","25,549","32,152","46,504","","(X)"
"Tuscaloosa, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,560","11.1%","19.4%","59.6%","9.8%","134,355","5.0%","10.0%","32.8%","19.2%","5.7%","17.1%","10.2%","85.1%","27.4%","29,375","90.6%","34.0%","26,114","89.4%","27.7%","52,441","86.5%","27.4%","26,425","72.0%","19.5%","","33.1%","16.9%","14.2%","6.5%","","31,135","15,741","25,474","30,021","41,361","51,698","","6.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,105","13.5%","22.7%","54.5%","9.4%","63,391","6.2%","10.6%","33.5%","18.2%","5.3%","17.4%","8.8%","83.2%","26.2%","14,051","88.4%","29.6%","12,787","89.1%","26.9%","25,198","83.0%","25.7%","11,355","70.8%","22.4%","","27.5%","14.0%","9.7%","5.7%","","37,827","16,056","30,046","36,591","51,425","61,160","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,455","8.8%","16.3%","64.7%","10.3%","70,964","3.9%","9.4%","32.1%","20.1%","6.0%","16.9%","11.5%","86.7%","28.4%","15,324","92.6%","38.1%","13,327","89.6%","28.5%","27,243","89.7%","29.1%","15,070","72.8%","17.4%","","39.3%","19.5%","17.7%","7.1%","","26,326","14,300","21,147","24,813","30,988","47,236","","(X)"
"Twin Falls, ID Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,624","14.2%","36.0%","48.5%","1.3%","63,622","9.0%","9.9%","29.5%","25.9%","10.2%","12.4%","3.2%","81.2%","15.6%","13,169","79.3%","12.4%","12,032","79.6%","14.3%","24,709","81.0%","16.9%","13,712","84.6%","17.4%","","22.6%","13.1%","11.5%","4.2%","","26,392","21,281","24,028","26,403","35,670","50,594","","6.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,698","15.8%","44.4%","39.8%","0.0%","30,939","9.4%","12.6%","30.5%","22.6%","8.3%","12.3%","4.3%","78.0%","16.5%","6,444","77.1%","12.1%","6,477","69.7%","9.6%","11,781","77.2%","17.5%","6,237","89.1%","26.4%","","17.3%","14.0%","10.8%","2.8%","","31,225","25,842","32,200","34,336","32,173","61,714","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,926","12.6%","27.9%","56.9%","2.6%","32,683","8.7%","7.2%","28.4%","29.0%","12.0%","12.5%","2.2%","84.1%","14.7%","6,725","81.4%","12.7%","5,555","91.1%","19.8%","12,928","84.5%","16.3%","7,475","80.8%","9.9%","","29.5%","12.2%","12.1%","5.7%","","20,803","11,938","17,048","21,375","36,224","39,018","","(X)"
"Tyler, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,833","14.2%","33.3%","44.2%","8.3%","136,386","6.0%","9.0%","25.2%","26.1%","9.5%","17.1%","7.2%","85.0%","24.2%","26,788","81.9%","20.9%","25,877","85.5%","23.5%","51,816","86.3%","26.2%","31,905","85.1%","24.4%","","27.7%","17.4%","12.1%","4.0%","","31,651","17,368","25,644","31,025","50,326","56,582","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,465","18.0%","35.0%","42.4%","4.6%","64,564","6.5%","8.2%","26.2%","25.0%","8.9%","17.5%","7.8%","85.3%","25.3%","13,404","85.6%","19.9%","12,339","84.1%","21.8%","24,908","84.7%","26.4%","13,913","87.3%","31.7%","","20.6%","17.7%","10.8%","4.1%","","39,115","22,115","31,272","41,408","56,806","75,635","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,368","10.6%","31.7%","45.9%","11.8%","71,822","5.5%","9.8%","24.2%","27.1%","10.1%","16.7%","6.6%","84.7%","23.2%","13,384","78.2%","21.9%","13,538","86.7%","25.1%","26,908","87.7%","25.9%","17,992","83.5%","18.9%","","33.7%","17.2%","13.2%","3.9%","","24,483","12,025","17,969","23,974","41,769","45,766","","(X)"
"Ukiah, CA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,693","24.4%","31.3%","39.4%","5.0%","60,606","6.7%","7.1%","25.8%","29.0%","8.0%","13.6%","9.8%","86.3%","23.4%","8,640","86.6%","8.5%","10,854","81.0%","22.4%","26,061","90.3%","27.1%","15,051","82.8%","26.2%","","29.5%","16.1%","19.9%","7.5%","","23,475","14,148","25,378","21,205","27,723","55,223","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,996","28.5%","39.2%","32.1%","0.2%","30,044","8.0%","8.5%","27.2%","30.6%","5.6%","11.9%","8.1%","83.5%","20.1%","4,520","83.9%","7.3%","5,820","73.2%","13.8%","12,872","89.9%","22.8%","6,832","79.8%","28.8%","","29.4%","15.5%","21.4%","6.3%","","25,778","20,883","34,134","21,650","24,064","57,372","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,697","19.9%","22.8%","47.2%","10.1%","30,562","5.4%","5.6%","24.5%","27.5%","10.4%","15.2%","11.4%","89.0%","26.6%","4,120","89.5%","9.8%","5,034","90.1%","32.3%","13,189","90.7%","31.3%","8,219","85.3%","24.0%","","29.6%","16.7%","18.5%","8.4%","","21,424","6,536","16,667","20,062","31,696","51,429","","(X)"
"Utica-Rome, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,726","10.0%","29.3%","51.9%","8.8%","205,882","4.2%","7.9%","32.9%","19.3%","12.2%","14.8%","8.6%","87.8%","23.4%","36,338","88.2%","24.1%","33,472","91.3%","26.1%","84,777","90.7%","24.1%","51,295","80.6%","19.9%","","30.7%","11.8%","10.9%","5.4%","","32,269","18,686","27,007","31,828","44,938","58,088","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,946","10.7%","36.7%","43.6%","9.0%","100,411","3.8%","8.5%","34.4%","19.5%","10.4%","15.7%","7.7%","87.7%","23.4%","18,394","86.6%","19.0%","17,001","88.7%","24.0%","42,400","89.6%","22.9%","22,616","84.1%","27.3%","","28.0%","10.3%","8.1%","6.4%","","37,092","22,457","32,147","37,599","55,670","68,300","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,780","9.3%","21.2%","60.9%","8.6%","105,471","4.6%","7.4%","31.5%","19.0%","14.0%","14.0%","9.4%","88.0%","23.4%","17,944","89.8%","29.3%","16,471","94.1%","28.2%","42,377","91.7%","25.4%","28,679","77.9%","14.1%","","33.1%","13.4%","13.2%","4.4%","","27,771","13,070","21,644","28,111","36,731","52,800","","(X)"
"Valdosta, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","26,010","17.6%","33.2%","45.3%","3.9%","83,959","5.3%","12.3%","31.0%","23.8%","8.1%","12.2%","7.2%","82.4%","19.4%","19,069","83.6%","20.0%","17,366","84.8%","20.9%","32,113","86.4%","19.9%","15,411","69.8%","15.9%","","34.7%","16.1%","18.4%","3.7%","","28,324","16,465","25,381","30,092","40,985","52,364","","6.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,424","12.0%","40.6%","44.1%","3.3%","40,871","6.1%","13.6%","29.4%","25.0%","6.8%","12.5%","6.6%","80.3%","19.1%","9,750","83.3%","18.6%","8,968","83.8%","17.8%","15,879","82.0%","19.5%","6,274","66.8%","20.7%","","26.6%","16.7%","13.9%","2.6%","","34,068","18,655","27,337","34,727","52,069","63,418","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,586","22.7%","26.4%","46.5%","4.5%","43,088","4.6%","11.1%","32.6%","22.7%","9.3%","11.9%","7.8%","84.3%","19.7%","9,319","84.0%","21.5%","8,398","85.8%","24.2%","16,234","90.8%","20.3%","9,137","71.9%","12.6%","","43.9%","15.7%","22.4%","4.7%","","25,224","15,340","22,467","25,357","35,959","50,643","","(X)"
"Vallejo-Fairfield, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,292","16.6%","33.9%","43.1%","6.4%","279,393","6.0%","6.8%","24.0%","28.9%","10.1%","16.6%","7.5%","87.2%","24.1%","57,768","86.8%","18.4%","52,734","87.5%","24.1%","117,251","88.8%","26.6%","51,640","83.6%","24.7%","","25.0%","12.7%","10.8%","5.8%","","40,563","21,521","31,838","41,172","51,768","70,797","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,407","17.1%","38.1%","41.0%","3.9%","136,736","6.1%","7.6%","25.1%","29.2%","9.9%","14.8%","7.4%","86.3%","22.2%","29,656","83.3%","11.7%","26,733","85.7%","18.7%","57,490","87.5%","25.5%","22,857","87.7%","31.4%","","21.7%","10.3%","8.9%","4.1%","","45,089","22,870","36,160","46,252","66,290","100,571","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,885","16.1%","29.2%","45.4%","9.3%","142,657","5.9%","6.1%","23.1%","28.7%","10.4%","18.3%","7.6%","88.0%","25.9%","28,112","90.5%","25.5%","26,001","89.4%","29.8%","59,761","90.0%","27.6%","28,783","80.3%","19.3%","","28.0%","15.0%","12.7%","7.3%","","35,819","18,484","26,739","35,858","41,848","56,009","","(X)"
"Victoria, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,294","19.2%","35.4%","39.7%","5.7%","77,713","10.1%","8.3%","33.1%","23.8%","9.6%","10.8%","4.2%","81.6%","15.0%","14,859","86.7%","15.2%","14,349","84.7%","15.4%","31,375","83.6%","15.4%","17,130","70.9%","13.9%","","35.1%","9.3%","7.1%","7.2%","","32,423","16,549","28,549","35,868","46,474","60,190","","4.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,010","26.0%","36.6%","32.4%","5.1%","37,826","10.9%","7.9%","34.8%","23.2%","8.2%","10.3%","4.7%","81.2%","15.0%","7,657","84.9%","11.4%","6,947","83.2%","14.4%","15,420","85.1%","17.1%","7,802","68.0%","14.8%","","31.1%","9.1%","1.6%","6.1%","","42,866","22,477","38,755","46,612","52,464","61,225","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,284","12.9%","34.3%","46.6%","6.2%","39,887","9.3%","8.7%","31.5%","24.3%","11.0%","11.3%","3.8%","81.9%","15.1%","7,202","88.5%","19.3%","7,402","86.1%","16.5%","15,955","82.1%","13.7%","9,328","73.3%","13.3%","","39.1%","9.5%","11.8%","8.2%","","23,096","15,041","19,194","25,406","40,788","40,545","","(X)"
"Vineland-Millville-Bridgeton, NJ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,898","16.4%","45.4%","28.6%","9.6%","105,487","9.0%","15.1%","39.1%","16.8%","6.0%","10.5%","3.5%","75.8%","13.9%","22,814","77.5%","12.7%","21,536","77.2%","14.1%","41,235","78.5%","16.1%","19,902","67.0%","10.8%","","34.2%","14.8%","11.7%","5.4%","","31,119","17,873","26,488","34,785","46,656","72,300","","6.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,198","19.2%","49.2%","23.1%","8.5%","53,954","7.9%","18.6%","41.8%","16.8%","3.4%","9.4%","2.2%","73.5%","11.6%","13,145","73.8%","8.2%","12,031","69.3%","7.4%","20,913","77.6%","15.0%","7,865","68.5%","14.7%","","25.2%","12.7%","11.6%","2.5%","","31,694","19,186","28,478","41,408","46,964","87,971","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,700","12.9%","40.8%","35.3%","11.0%","51,533","10.2%","11.5%","36.3%","17.0%","8.6%","11.6%","4.8%","78.3%","16.4%","9,669","82.4%","18.7%","9,505","87.3%","22.5%","20,322","79.4%","17.2%","12,037","65.9%","8.2%","","43.4%","16.6%","11.7%","7.5%","","30,490","15,726","22,767","32,367","46,084","58,461","","(X)"
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","203,551","10.4%","33.9%","47.3%","8.3%","1,101,806","3.1%","7.0%","25.8%","26.1%","9.2%","18.3%","10.5%","89.9%","28.8%","250,123","93.3%","27.6%","207,883","93.0%","31.4%","436,958","90.3%","29.8%","206,842","81.7%","25.7%","","23.4%","12.3%","8.6%","3.3%","","36,426","20,715","27,312","35,254","47,395","62,077","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","109,011","10.2%","38.0%","45.4%","6.4%","525,787","2.9%","7.2%","26.9%","26.3%","8.1%","17.6%","11.1%","89.9%","28.7%","128,115","92.1%","23.2%","102,199","91.5%","28.3%","207,551","90.0%","30.3%","87,922","84.7%","33.1%","","18.1%","9.7%","6.1%","2.7%","","44,242","23,443","33,673","42,549","60,067","81,734","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","94,540","10.6%","29.3%","49.6%","10.6%","576,019","3.3%","6.9%","24.7%","25.9%","10.2%","19.0%","10.0%","89.8%","29.0%","122,008","94.5%","32.2%","105,684","94.4%","34.3%","229,407","90.5%","29.4%","118,920","79.5%","20.3%","","28.1%","14.7%","10.8%","3.9%","","29,386","16,114","20,694","27,873","38,493","51,203","","(X)"
"Visalia-Porterville, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","49,405","23.4%","33.8%","38.8%","3.9%","257,393","21.8%","10.8%","24.1%","20.9%","7.7%","9.8%","4.9%","67.5%","14.7%","64,261","71.6%","14.3%","54,966","63.1%","12.7%","93,339","69.1%","16.6%","44,827","63.4%","13.9%","","37.2%","21.5%","16.5%","7.2%","","25,206","13,001","26,705","29,272","46,254","69,887","","12.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","25,637","28.1%","35.6%","34.0%","2.3%","126,708","23.5%","12.0%","26.3%","17.8%","6.3%","9.0%","5.0%","64.5%","14.1%","32,870","68.8%","11.4%","27,887","59.9%","11.0%","45,794","65.4%","17.3%","20,157","61.4%","15.3%","","35.3%","20.0%","13.8%","6.6%","","30,138","16,380","31,861","38,034","58,971","90,076","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,768","18.4%","32.0%","44.1%","5.6%","130,685","20.1%","9.5%","22.0%","23.8%","9.1%","10.5%","4.8%","70.4%","15.4%","31,391","74.5%","17.4%","27,079","66.3%","14.4%","47,545","72.7%","16.0%","24,670","65.0%","12.7%","","39.4%","23.2%","18.4%","7.8%","","21,187","9,826","21,106","24,558","40,887","57,109","","(X)"
"Waco, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","35,011","8.9%","23.9%","54.6%","12.6%","144,375","7.1%","9.5%","27.7%","24.0%","9.3%","14.8%","7.5%","83.4%","22.3%","30,229","85.2%","20.0%","26,683","80.9%","21.4%","56,486","85.9%","25.1%","30,977","79.0%","20.4%","","28.2%","16.1%","10.1%","4.8%","","29,951","20,378","24,778","28,539","46,987","56,835","","4.2%"
