"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","35,277","8.8%","26.4%","53.3%","11.5%","209,015","2.3%","6.7%","30.9%","21.7%","10.7%","16.1%","11.5%","91.0%","27.6%","39,807","92.1%","31.4%","36,013","93.7%","37.2%","82,922","92.9%","27.7%","50,273","85.0%","17.5%","","37.1%","15.1%","16.7%","6.3%","","28,649","15,383","20,462","25,689","40,501","54,636","","(X)"
"Topeka, KS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,463","14.6%","31.4%","45.1%","8.9%","158,512","2.0%","5.5%","33.2%","24.2%","8.0%","17.4%","9.7%","92.5%","27.1%","29,997","91.5%","27.7%","27,136","94.1%","33.7%","63,253","93.1%","26.9%","38,126","91.1%","22.2%","","33.1%","12.4%","8.8%","3.9%","","36,598","21,248","30,129","35,922","45,888","52,739","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,482","21.4%","34.7%","37.5%","6.4%","75,483","2.8%","6.2%","37.0%","21.4%","6.5%","16.4%","9.5%","90.9%","26.0%","14,343","90.0%","20.3%","13,238","92.1%","31.6%","30,964","91.2%","24.9%","16,938","90.2%","28.4%","","30.4%","10.8%","8.5%","3.1%","","41,929","23,715","35,003","45,814","51,221","69,763","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,981","7.5%","27.9%","53.1%","11.5%","83,029","1.3%","4.9%","29.8%","26.6%","9.3%","18.2%","9.9%","93.8%","28.1%","15,654","92.8%","34.4%","13,898","96.0%","35.7%","32,289","94.8%","28.8%","21,188","91.7%","17.3%","","36.7%","14.2%","9.0%","4.5%","","31,671","15,531","24,255","31,195","41,985","50,433","","(X)"
"Torrington, CT Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,387","12.5%","39.1%","38.9%","9.4%","135,728","2.7%","5.8%","30.8%","18.2%","9.9%","19.1%","13.6%","91.5%","32.7%","18,085","94.3%","30.2%","21,329","92.3%","36.5%","62,212","92.2%","33.1%","34,102","88.4%","30.9%","","12.6%","9.6%","5.5%","3.3%","","46,100","26,602","37,391","43,867","58,707","72,374","","6.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,035","12.9%","44.1%","34.7%","8.3%","65,869","3.2%","7.4%","32.3%","16.5%","9.8%","18.5%","12.3%","89.4%","30.9%","9,011","90.4%","21.2%","10,743","88.0%","32.6%","30,802","89.7%","28.9%","15,313","89.3%","39.3%","","10.2%","6.8%","4.7%","4.1%","","52,259","26,807","49,099","51,372","85,362","79,407","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,352","12.0%","33.6%","43.7%","10.7%","69,859","2.2%","4.2%","29.3%","19.7%","10.0%","19.7%","14.7%","93.5%","34.4%","9,074","98.0%","39.2%","10,586","96.7%","40.4%","31,410","94.6%","37.3%","18,789","87.7%","24.0%","","16.5%","12.5%","6.1%","2.7%","","40,385","25,781","26,326","37,755","50,414","66,205","","(X)"
"Traverse City, MI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,845","14.3%","29.1%","45.8%","10.8%","107,128","1.9%","5.0%","27.2%","24.4%","10.8%","18.7%","12.1%","93.1%","30.8%","17,003","94.1%","30.0%","16,378","92.7%","30.0%","44,701","94.5%","28.2%","29,046","90.5%","35.7%","","22.4%","10.5%","9.2%","3.3%","","29,536","16,203","25,280","28,989","37,023","55,983","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,848","13.5%","33.8%","43.6%","9.0%","52,657","2.4%","5.9%","27.1%","24.7%","8.8%","19.2%","11.9%","91.7%","31.1%","8,829","91.0%","28.9%","8,561","87.6%","20.3%","21,941","93.5%","30.6%","13,326","91.7%","40.4%","","21.5%","9.2%","8.5%","2.5%","","35,365","17,045","30,259","35,873","45,619","70,555","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,997","15.2%","23.5%","48.4%","12.9%","54,471","1.4%","4.1%","27.3%","24.1%","12.6%","18.3%","12.2%","94.5%","30.4%","8,174","97.5%","31.1%","7,817","98.3%","40.6%","22,760","95.5%","25.8%","15,720","89.5%","31.7%","","23.8%","11.8%","9.8%","4.1%","","23,732","11,125","21,405","22,406","28,309","43,478","","(X)"
"Trenton, NJ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","41,631","11.2%","27.3%","47.2%","14.3%","248,586","7.2%","6.6%","23.1%","16.8%","5.4%","20.1%","20.9%","86.2%","41.0%","46,574","85.3%","38.8%","49,284","84.4%","43.3%","101,499","89.3%","43.2%","51,229","82.7%","36.1%","","24.7%","13.1%","8.0%","4.1%","","46,133","18,826","31,944","39,178","68,373","82,125","","7.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,935","14.8%","30.6%","40.8%","13.8%","119,494","7.8%","7.7%","22.5%","16.2%","4.2%","19.8%","21.7%","84.5%","41.6%","24,094","82.4%","35.2%","24,509","81.6%","38.8%","49,343","87.9%","44.4%","21,548","82.5%","45.4%","","17.8%","12.6%","8.1%","3.9%","","51,452","20,320","36,070","45,037","82,124","105,368","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,696","7.5%","24.0%","53.7%","14.8%","129,092","6.7%","5.5%","23.7%","17.4%","6.4%","20.3%","20.1%","87.8%","40.4%","22,480","88.5%","42.7%","24,775","87.2%","47.8%","52,156","90.7%","42.1%","29,681","82.9%","29.4%","","32.7%","13.6%","7.9%","4.2%","","39,786","15,231","30,317","35,683","58,925","65,969","","(X)"
"Truckee-Grass Valley, CA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,569","4.6%","28.7%","61.3%","5.4%","74,529","2.4%","2.4%","19.4%","29.5%","11.1%","21.3%","13.9%","95.2%","35.2%","9,801","94.8%","31.4%","10,067","90.2%","33.4%","31,539","95.9%","38.9%","23,122","96.5%","32.7%","","15.1%","13.2%","7.4%","4.7%","","31,991","24,679","26,599","29,453","40,664","53,607","","9.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,367","5.8%","37.4%","50.5%","6.2%","36,296","1.6%","2.9%","20.0%","30.9%","8.1%","20.7%","15.8%","95.5%","36.5%","4,946","92.2%","26.2%","5,119","93.3%","27.9%","15,249","94.7%","38.5%","10,982","99.1%","42.3%","","19.5%","11.3%","7.2%","1.2%","","36,170","25,248","32,772","31,689","52,857","60,182","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,202","3.4%","19.6%","72.5%","4.5%","38,233","3.2%","1.9%","18.8%","28.2%","14.0%","22.0%","12.1%","94.9%","34.0%","4,855","97.5%","36.7%","4,948","87.1%","39.1%","16,290","97.2%","39.2%","12,140","94.1%","24.0%","","11.4%","15.0%","7.5%","8.2%","","30,050","24,409","19,025","27,164","36,330","41,868","","(X)"
"Tucson, AZ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","123,318","13.7%","29.7%","50.3%","6.3%","661,359","5.3%","6.7%","23.0%","25.3%","9.0%","17.6%","13.1%","88.0%","30.8%","122,536","89.7%","25.9%","114,817","88.2%","32.6%","245,961","88.0%","30.4%","178,045","86.7%","33.5%","","32.9%","16.6%","12.0%","7.1%","","31,160","17,414","25,830","31,252","41,103","50,500","","6.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62,405","14.0%","32.1%","49.6%","4.3%","319,365","4.4%","6.9%","23.2%","26.0%","8.1%","17.7%","13.7%","88.7%","31.4%","63,501","89.0%","22.0%","57,207","87.0%","28.4%","118,278","89.1%","31.0%","80,379","89.1%","41.5%","","28.4%","16.7%","10.7%","6.3%","","35,707","19,512","29,405","35,653","50,831","70,614","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60,913","13.3%","27.4%","51.0%","8.4%","341,994","6.0%","6.6%","22.7%","24.6%","9.8%","17.6%","12.6%","87.4%","30.2%","59,035","90.5%","30.0%","57,610","89.3%","36.7%","127,683","87.1%","29.8%","97,666","84.7%","27.0%","","36.5%","16.5%","13.1%","8.0%","","27,645","13,487","22,037","29,061","34,845","41,719","","(X)"
"Tullahoma-Manchester, TN Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,583","14.4%","37.3%","44.6%","3.7%","69,773","4.9%","9.7%","40.1%","18.8%","6.9%","12.6%","7.0%","85.4%","19.6%","11,744","92.4%","17.5%","12,503","83.6%","12.3%","27,238","87.5%","24.0%","18,288","78.9%","19.3%","","22.3%","12.1%","10.6%","4.6%","","31,196","25,519","25,159","31,106","45,073","52,610","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,932","18.6%","34.9%","42.4%","4.1%","33,293","4.3%","10.0%","44.1%","16.9%","4.8%","11.7%","8.1%","85.6%","19.8%","5,686","93.4%","15.0%","6,220","81.3%","11.0%","13,351","83.8%","22.9%","8,036","86.6%","24.8%","","22.1%","12.6%","9.9%","2.8%","","35,726","29,533","31,951","40,510","57,095","60,723","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,651","9.9%","39.9%","46.9%","3.2%","36,480","5.4%","9.5%","36.5%","20.6%","8.7%","13.3%","6.0%","85.2%","19.4%","6,058","91.5%","19.8%","6,283","85.9%","13.6%","13,887","91.1%","25.1%","10,252","72.8%","15.0%","","22.6%","11.6%","11.0%","6.2%","","25,640","20,607","17,053","26,981","40,611","51,649","","(X)"
"Tulsa, OK Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","88,158","18.5%","33.9%","39.1%","8.5%","638,163","3.7%","7.9%","29.9%","23.7%","8.4%","18.4%","8.0%","88.4%","26.5%","130,820","89.2%","29.0%","122,260","88.1%","30.0%","247,668","89.9%","26.5%","137,415","85.1%","20.8%","","24.3%","13.9%","9.8%","3.6%","","35,217","22,044","30,041","32,583","44,174","56,977","","6.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","44,657","19.8%","36.9%","36.8%","6.5%","305,981","3.9%","8.6%","30.7%","22.7%","7.5%","18.4%","8.2%","87.5%","26.6%","64,312","88.3%","26.0%","61,257","85.9%","26.8%","120,288","89.1%","26.7%","60,124","85.1%","26.5%","","19.4%","11.8%","6.9%","2.8%","","42,123","27,247","36,847","41,490","59,491","80,686","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","43,501","17.2%","30.8%","41.4%","10.6%","332,182","3.5%","7.3%","29.2%","24.5%","9.1%","18.4%","7.9%","89.2%","26.4%","66,508","90.2%","31.8%","61,003","90.2%","33.2%","127,380","90.8%","26.3%","77,291","85.1%","16.4%","","29.4%","15.9%","12.1%","4.3%","","28,406","15,349","22,388","27,363","36,432","45,247","","(X)"
"Tupelo, MS Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,729","22.5%","22.9%","49.1%","5.5%","91,255","4.5%","10.5%","28.3%","28.1%","9.9%","12.7%","6.0%","85.0%","18.7%","18,158","90.2%","22.2%","19,262","89.8%","19.7%","33,620","83.4%","16.3%","20,215","78.4%","18.5%","","29.5%","16.0%","13.2%","3.4%","","30,618","25,919","24,869","30,727","41,700","43,796","","5.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,882","33.0%","27.6%","36.8%","2.6%","43,283","5.1%","12.1%","30.1%","28.7%","6.3%","12.4%","5.3%","82.8%","17.7%","8,719","89.3%","16.8%","9,857","85.1%","13.1%","16,273","80.1%","18.3%","8,434","78.3%","22.9%","","26.5%","11.0%","8.4%","4.0%","","36,104","26,302","29,487","37,783","51,714","75,192","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,847","13.4%","18.9%","59.6%","8.0%","47,972","3.9%","9.1%","26.7%","27.6%","13.1%","13.0%","6.6%","87.0%","19.6%","9,439","91.0%","27.1%","9,405","94.8%","26.7%","17,347","86.4%","14.4%","11,781","78.4%","15.4%","","33.2%","21.2%","16.9%","2.9%","","24,278","25,532","19,356","23,927","34,179","37,730","","(X)"
"Tuscaloosa, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","41,026","8.6%","27.7%","55.5%","8.2%","144,744","4.0%","9.7%","33.4%","20.1%","7.6%","16.2%","8.9%","86.2%","25.1%","31,960","90.5%","31.2%","26,797","89.5%","28.8%","55,933","87.1%","22.9%","30,054","77.0%","19.4%","","30.0%","16.1%","10.4%","2.6%","","31,250","21,456","25,064","29,411","41,574","52,099","","7.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,654","9.8%","35.0%","48.6%","6.6%","67,884","3.3%","11.8%","34.2%","18.2%","6.4%","16.6%","9.5%","84.9%","26.1%","15,869","86.7%","27.2%","13,097","86.0%","31.3%","26,547","85.3%","23.8%","12,371","80.3%","24.3%","","26.9%","12.9%","8.5%","2.4%","","40,811","22,452","32,155","41,477","53,902","66,880","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,372","7.3%","20.3%","62.5%","9.9%","76,860","4.7%","7.9%","32.7%","21.8%","8.7%","15.7%","8.5%","87.4%","24.2%","16,091","94.2%","35.1%","13,700","92.9%","26.4%","29,386","88.8%","22.1%","17,683","74.6%","16.1%","","33.2%","19.1%","11.7%","2.9%","","25,192","20,880","20,042","23,975","32,112","47,842","","(X)"
"Twin Falls, ID Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,453","17.1%","24.0%","55.2%","3.7%","66,265","6.7%","8.0%","32.0%","26.9%","8.7%","11.6%","6.2%","85.3%","17.7%","14,901","85.5%","12.8%","12,169","82.1%","19.7%","23,891","86.2%","19.3%","15,304","86.2%","18.6%","","15.3%","13.7%","8.3%","2.4%","","28,727","22,530","22,978","26,898","42,183","46,479","","6.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,839","19.3%","26.0%","50.7%","4.0%","32,200","8.5%","7.7%","35.6%","23.1%","7.7%","10.0%","7.4%","83.8%","17.4%","7,411","82.7%","12.0%","5,888","78.6%","15.7%","11,842","87.1%","19.2%","7,059","83.6%","21.4%","","12.4%","6.9%","5.2%","2.0%","","35,385","29,860","29,123","38,951","57,125","50,912","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,614","14.3%","21.4%","60.9%","3.4%","34,065","5.0%","8.3%","28.7%","30.5%","9.5%","13.0%","5.1%","86.7%","18.1%","7,490","88.2%","13.5%","6,281","85.4%","23.4%","12,049","85.4%","19.4%","8,245","88.4%","16.2%","","18.5%","21.6%","10.6%","2.8%","","19,138","17,093","14,149","16,423","35,205","37,364","","(X)"
"Tyler, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","23,372","13.7%","28.5%","50.4%","7.4%","140,883","7.0%","8.7%","27.5%","23.1%","8.0%","17.4%","8.3%","84.4%","25.7%","28,596","88.1%","23.9%","25,427","82.0%","25.9%","52,961","83.2%","26.3%","33,899","84.8%","26.3%","","32.9%","20.5%","12.5%","2.7%","","31,576","20,791","22,947","31,695","44,624","52,831","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,154","16.3%","34.0%","46.2%","3.5%","65,839","7.2%","10.1%","28.2%","22.5%","7.3%","16.3%","8.5%","82.7%","24.7%","13,532","83.0%","21.0%","12,078","81.9%","20.5%","25,757","81.2%","23.3%","14,472","85.9%","34.4%","","28.8%","14.1%","9.2%","3.0%","","37,328","23,647","28,476","42,490","58,664","56,384","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
