"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","25,110","30.6%","21.9%","44.0%","3.5%","134,146","21.2%","12.2%","20.7%","18.3%","6.5%","12.6%","8.5%","66.6%","21.1%","34,241","66.3%","13.7%","29,819","56.4%","15.7%","50,053","68.4%","21.5%","20,033","77.7%","40.7%","","16.5%","14.6%","7.9%","4.1%","","28,869","17,695","25,131","38,445","63,392","90,929","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,637","17.2%","27.3%","49.7%","5.8%","127,977","20.9%","7.8%","19.8%","18.8%","8.1%","16.2%","8.5%","71.3%","24.7%","29,066","68.6%","24.1%","25,507","65.5%","21.0%","47,852","74.4%","27.2%","25,552","74.2%","24.2%","","28.0%","17.1%","7.5%","5.4%","","23,653","12,211","21,731","31,125","45,473","56,955","","(X)"
"Salisbury, MD Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,297","8.1%","29.0%","56.4%","6.5%","80,119","4.5%","9.6%","34.7%","19.1%","4.6%","17.7%","9.8%","85.9%","27.4%","15,351","87.3%","25.4%","14,282","87.5%","27.7%","33,346","87.2%","26.7%","17,140","80.7%","30.5%","","27.6%","16.9%","12.1%","6.2%","","31,046","22,683","25,056","30,268","37,138","56,877","","5.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,648","13.2%","37.4%","46.6%","2.8%","39,885","5.0%","10.5%","35.4%","19.0%","3.9%","17.8%","8.4%","84.5%","26.2%","8,327","88.2%","23.1%","7,127","85.0%","19.1%","16,940","84.4%","27.1%","7,491","80.1%","34.3%","","16.2%","16.5%","8.4%","6.5%","","38,110","25,134","32,277","36,576","43,298","55,406","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,649","3.5%","21.3%","65.3%","9.9%","40,234","3.9%","8.8%","34.1%","19.2%","5.3%","17.5%","11.1%","87.3%","28.7%","7,024","86.3%","28.1%","7,155","89.9%","36.3%","16,406","90.1%","26.2%","9,649","81.2%","27.5%","","38.8%","17.2%","15.3%","5.9%","","28,248","8,896","22,266","27,867","31,005","57,391","","(X)"
"Salisbury, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,725","19.7%","29.6%","45.8%","4.9%","93,036","6.1%","13.3%","32.6%","19.8%","9.3%","12.8%","6.0%","80.5%","18.8%","16,107","79.0%","21.5%","18,372","85.0%","20.4%","38,272","83.1%","19.8%","20,285","72.8%","13.4%","","29.2%","14.3%","12.4%","6.1%","","29,583","16,514","22,621","31,087","37,376","55,702","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,811","21.6%","31.2%","44.9%","2.3%","44,807","7.0%","13.5%","36.3%","19.5%","8.1%","9.1%","6.5%","79.5%","15.6%","7,569","77.2%","13.4%","9,192","79.8%","17.9%","19,297","83.5%","16.1%","8,749","72.3%","13.9%","","23.9%","10.9%","9.9%","2.8%","","35,609","20,629","28,150","42,040","53,936","58,377","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,914","17.4%","27.7%","46.9%","7.9%","48,229","5.3%","13.2%","29.2%","20.1%","10.4%","16.3%","5.5%","81.5%","21.8%","8,538","80.7%","28.6%","9,180","90.2%","22.9%","18,975","82.7%","23.6%","11,536","73.2%","13.0%","","34.4%","18.0%","14.3%","8.3%","","22,527","12,077","18,993","24,019","31,780","43,722","","(X)"
"Salt Lake City, UT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","115,921","13.1%","31.6%","47.7%","7.5%","693,401","3.8%","7.0%","23.5%","25.9%","8.8%","20.8%","10.2%","89.2%","31.0%","192,433","88.6%","28.6%","154,811","88.4%","33.5%","246,682","90.7%","32.6%","99,475","87.7%","27.5%","","26.2%","13.7%","9.4%","3.9%","","33,542","19,506","28,453","31,197","41,737","61,036","","3.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59,627","13.6%","37.0%","44.3%","5.1%","345,591","4.1%","8.0%","22.6%","24.7%","7.9%","20.8%","11.9%","87.9%","32.8%","98,338","86.6%","25.4%","80,003","86.3%","33.7%","122,794","90.3%","36.0%","44,456","86.9%","38.5%","","23.3%","12.4%","8.0%","3.6%","","40,795","23,363","33,205","38,126","52,109","75,008","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","56,294","12.7%","25.9%","51.3%","10.1%","347,810","3.6%","6.0%","24.3%","27.2%","9.7%","20.7%","8.5%","90.4%","29.2%","94,095","90.7%","32.0%","74,808","90.6%","33.4%","123,888","91.1%","29.1%","55,019","88.3%","18.6%","","29.9%","14.9%","10.7%","4.3%","","26,102","15,813","22,554","24,060","32,213","51,009","","(X)"
"San Angelo, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,569","17.5%","26.1%","49.5%","7.0%","71,416","7.1%","11.8%","28.6%","21.4%","6.3%","15.7%","9.0%","81.1%","24.7%","15,658","85.6%","23.8%","11,742","82.0%","25.0%","28,599","81.7%","26.8%","15,417","74.7%","21.4%","","23.4%","18.4%","8.8%","3.8%","","26,963","11,851","20,869","31,175","40,058","51,529","","3.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,097","16.6%","20.2%","57.9%","5.3%","33,914","6.2%","12.7%","26.6%","22.1%","6.5%","14.8%","11.2%","81.1%","26.0%","8,092","89.1%","26.8%","5,697","76.2%","23.4%","13,484","79.9%","26.5%","6,641","77.9%","26.1%","","24.1%","12.2%","6.5%","2.3%","","36,330","16,517","30,189","40,033","42,172","69,836","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,472","18.4%","32.4%","40.4%","8.8%","37,502","7.8%","11.1%","30.4%","20.9%","6.2%","16.4%","7.1%","81.0%","23.6%","7,566","81.9%","20.5%","6,045","87.4%","26.6%","15,115","83.2%","27.2%","8,776","72.2%","17.8%","","22.8%","23.4%","10.9%","5.3%","","21,022","10,141","13,726","25,965","35,995","36,076","","(X)"
"San Antonio-New Braunfels, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","226,664","18.5%","31.1%","43.6%","6.8%","1,383,767","8.7%","8.8%","25.3%","23.8%","7.2%","17.4%","8.7%","82.5%","26.1%","308,840","88.4%","27.6%","294,107","84.4%","29.2%","537,057","83.1%","26.1%","243,763","71.6%","20.6%","","28.4%","14.1%","9.1%","4.4%","","31,201","18,324","24,661","30,982","48,365","62,994","","4.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","118,025","19.4%","32.9%","42.7%","5.0%","664,009","8.4%","9.4%","25.1%","23.5%","7.4%","17.6%","8.6%","82.2%","26.3%","154,131","86.6%","23.0%","144,485","83.7%","28.8%","258,766","81.7%","25.8%","106,627","75.0%","28.7%","","24.8%","11.2%","6.5%","4.0%","","35,172","21,696","27,231","36,226","56,257","77,296","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","108,639","17.4%","29.1%","44.7%","8.8%","719,758","9.0%","8.2%","25.6%","24.1%","7.1%","17.2%","8.8%","82.8%","26.0%","154,709","90.1%","32.2%","149,622","85.0%","29.6%","278,291","84.4%","26.4%","137,136","69.0%","14.3%","","31.7%","16.7%","11.5%","4.7%","","26,885","14,172","21,277","25,861","41,682","55,593","","(X)"
"San Diego-Carlsbad-San Marcos, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","368,326","11.9%","32.3%","47.8%","8.0%","2,045,141","7.7%","7.4%","19.3%","22.6%","9.3%","21.1%","12.7%","84.9%","33.7%","484,784","88.4%","34.6%","421,699","83.6%","33.9%","775,639","85.7%","34.3%","363,019","79.9%","31.2%","","26.1%","14.5%","12.5%","4.9%","","37,955","19,546","28,303","36,068","51,953","74,080","","5.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","200,928","13.2%","36.0%","44.8%","6.0%","1,003,556","7.1%","7.2%","19.6%","22.8%","8.7%","21.3%","13.3%","85.8%","34.6%","252,030","87.6%","30.0%","212,468","84.0%","33.2%","380,824","86.2%","35.8%","158,234","84.0%","40.8%","","22.9%","13.5%","10.9%","5.0%","","44,581","22,464","32,015","41,997","62,546","86,468","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","167,398","10.3%","27.9%","51.4%","10.4%","1,041,585","8.3%","7.6%","18.9%","22.3%","9.9%","20.8%","12.1%","84.1%","32.9%","232,754","89.2%","39.6%","209,231","83.2%","34.6%","394,815","85.3%","32.7%","204,785","76.7%","23.8%","","28.8%","15.5%","14.1%","4.7%","","31,945","15,113","23,143","30,227","41,887","64,217","","(X)"
"Sandusky, OH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,367","18.2%","29.2%","43.2%","9.3%","54,558","2.2%","8.3%","41.2%","19.5%","8.3%","12.8%","7.5%","89.4%","20.4%","8,025","94.8%","19.4%","9,238","93.9%","26.6%","23,786","90.2%","19.3%","13,509","81.8%","18.7%","","15.2%","8.7%","10.9%","2.2%","","31,293","13,216","21,441","32,659","45,849","61,536","","3.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,533","23.8%","38.1%","25.9%","12.2%","26,401","2.2%","8.7%","41.2%","19.2%","8.7%","13.7%","6.2%","89.1%","19.9%","4,046","90.3%","15.0%","4,659","91.6%","23.9%","11,685","90.0%","17.9%","6,011","84.5%","24.1%","","8.9%","9.8%","4.8%","2.4%","","38,555","19,844","31,786","40,648","56,288","90,203","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,834","13.2%","21.3%","58.7%","6.8%","28,157","2.3%","8.0%","41.2%","19.7%","8.0%","12.1%","8.7%","89.8%","20.8%","3,979","99.4%","23.9%","4,579","96.2%","29.3%","12,101","90.4%","20.6%","7,498","79.7%","14.3%","","21.9%","7.6%","16.6%","2.0%","","22,719","11,434","17,618","27,120","36,951","50,455","","(X)"
"San Francisco-Oakland-Fremont, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","383,384","12.1%","25.8%","47.9%","14.2%","3,084,235","7.0%","5.7%","17.9%","19.0%","6.6%","26.6%","17.4%","87.4%","43.9%","661,001","90.5%","48.5%","655,917","88.4%","50.1%","1,199,038","88.2%","42.3%","568,279","80.6%","34.9%","","23.6%","12.6%","9.5%","4.9%","","44,963","20,471","30,176","39,504","60,554","84,197","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","196,700","13.6%","28.4%","46.6%","11.3%","1,498,699","6.6%","5.8%","18.1%","19.2%","6.3%","25.9%","18.0%","87.6%","43.9%","331,781","89.8%","44.8%","330,506","87.3%","47.2%","590,628","88.6%","42.7%","245,784","82.6%","41.4%","","21.7%","11.2%","9.2%","4.0%","","50,915","23,767","33,933","44,065","70,128","102,268","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","186,684","10.5%","23.0%","49.2%","17.3%","1,585,536","7.3%","5.5%","17.7%","18.7%","6.9%","27.2%","16.7%","87.1%","43.9%","329,220","91.3%","52.2%","325,411","89.6%","53.1%","608,410","87.9%","41.8%","322,495","79.1%","29.9%","","25.3%","14.0%","9.8%","5.7%","","39,407","16,029","24,320","33,320","51,079","70,104","","(X)"
"San Germ?n-Cabo Rojo, PR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,243","16.0%","18.3%","58.8%","6.9%","89,243","23.7%","10.7%","24.7%","10.7%","8.1%","16.5%","5.6%","65.6%","22.1%","14,869","86.4%","30.5%","17,692","80.9%","28.4%","32,233","65.7%","23.7%","24,449","41.8%","10.2%","","67.3%","47.5%","40.2%","17.1%","","16,393","6,976","14,633","15,823","22,879","35,364","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,798","26.8%","15.2%","51.7%","6.3%","41,727","26.3%","10.1%","27.6%","11.0%","5.7%","16.3%","3.0%","63.6%","19.3%","7,283","81.6%","33.3%","8,614","78.5%","20.9%","14,773","62.5%","18.9%","11,057","41.7%","9.2%","","65.5%","47.6%","38.5%","10.2%","","15,714","8,745","13,200","16,901","24,009","43,051","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,445","6.2%","21.1%","65.2%","7.5%","47,516","21.5%","11.2%","22.2%","10.5%","10.2%","16.7%","7.8%","67.4%","24.5%","7,586","91.0%","27.7%","9,078","83.3%","35.5%","17,460","68.4%","27.7%","13,392","41.9%","11.0%","","69.1%","47.4%","41.4%","21.9%","","18,074","6,042","15,881","13,342","22,480","32,361","","(X)"
"San Jose-Sunnyvale-Santa Clara, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","164,819","11.4%","28.0%","47.0%","13.7%","1,252,876","6.9%","6.2%","16.9%","17.8%","7.1%","25.3%","19.9%","86.9%","45.1%","279,558","90.2%","48.4%","287,288","87.8%","50.4%","476,018","87.5%","43.8%","210,012","80.0%","36.4%","","21.5%","13.4%","8.4%","3.7%","","50,031","19,484","28,630","40,239","71,451","101,080","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","87,144","14.1%","29.5%","43.1%","13.3%","619,922","6.3%","5.9%","16.4%","17.6%","6.4%","24.5%","22.8%","87.7%","47.2%","143,994","89.3%","45.7%","145,166","88.2%","51.1%","238,621","88.2%","46.5%","92,141","83.4%","45.4%","","17.6%","13.6%","7.7%","3.6%","","58,294","22,421","32,706","44,957","84,013","117,107","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77,675","8.3%","26.2%","51.3%","14.1%","632,954","7.4%","6.5%","17.4%","18.0%","7.6%","26.1%","17.0%","86.1%","43.1%","135,564","91.1%","51.3%","142,122","87.4%","49.7%","237,397","86.9%","41.2%","117,871","77.3%","29.3%","","24.8%","13.2%","9.2%","3.8%","","41,089","15,380","24,045","35,108","56,022","80,234","","(X)"
"San Juan-Caguas-Guaynabo, PR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","254,486","14.2%","28.9%","50.7%","6.1%","1,637,384","17.2%","9.7%","25.8%","13.0%","9.4%","18.0%","7.0%","73.1%","25.0%","320,915","85.5%","30.7%","327,330","83.9%","31.2%","617,856","75.7%","25.6%","371,283","48.5%","13.6%","","59.1%","43.3%","30.2%","11.7%","","18,595","11,011","14,486","17,426","26,324","36,851","","3.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","128,718","17.7%","33.1%","45.6%","3.6%","751,101","18.2%","10.7%","28.6%","13.6%","7.5%","15.1%","6.2%","71.1%","21.4%","152,670","82.6%","22.8%","157,479","78.8%","25.9%","282,021","72.4%","22.0%","158,931","50.0%","14.4%","","57.8%","37.1%","22.1%","10.1%","","18,485","11,500","15,220","19,908","31,125","45,156","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","125,768","10.7%","24.7%","55.9%","8.7%","886,283","16.4%","8.8%","23.4%","12.4%","10.9%","20.5%","7.6%","74.8%","28.1%","168,245","88.1%","37.9%","169,851","88.6%","36.2%","335,835","78.5%","28.6%","212,352","47.5%","13.0%","","60.3%","49.7%","36.3%","12.7%","","18,693","10,057","13,181","16,343","23,898","34,106","","(X)"
