"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"        Estimate","14,329","15.2%","31.2%","45.5%","8.2%","100,324","5.8%","8.7%","34.1%","20.7%","10.3%","12.7%","7.5%","85.4%","20.2%","17,816","86.6%","19.0%","18,908","84.5%","17.9%","42,482","88.1%","23.3%","21,118","79.9%","17.1%","","22.1%","13.6%","6.3%","2.4%","","37,655","21,666","35,188","39,202","56,265","66,477","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,710","15.9%","25.0%","53.3%","5.9%","105,228","5.6%","7.1%","32.3%","19.6%","13.1%","12.5%","9.9%","87.3%","22.4%","16,530","88.6%","31.5%","18,441","91.8%","27.5%","42,281","91.4%","23.6%","27,976","77.5%","11.8%","","27.1%","16.1%","8.4%","4.4%","","27,954","16,367","21,024","28,178","39,811","50,279","","(X)"
"Valdosta, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,055","17.5%","26.2%","51.1%","5.1%","81,804","5.2%","13.0%","32.8%","21.8%","6.7%","13.6%","7.0%","81.8%","20.5%","19,173","84.2%","19.1%","16,382","88.9%","24.5%","31,808","80.8%","20.0%","14,441","72.9%","19.2%","","39.7%","14.1%","10.7%","4.4%","","24,965","16,724","19,109","25,334","37,362","52,334","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,694","26.4%","33.8%","37.1%","2.7%","39,504","5.3%","14.3%","29.8%","24.0%","6.0%","13.2%","7.3%","80.4%","20.6%","9,820","82.3%","16.9%","7,797","87.3%","24.3%","15,819","78.2%","21.2%","6,068","74.5%","20.2%","","36.2%","9.7%","10.5%","2.5%","","30,979","18,543","30,314","28,624","41,365","76,563","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,361","9.2%","19.1%","64.3%","7.4%","42,300","5.1%","11.8%","35.6%","19.7%","7.3%","13.9%","6.6%","83.1%","20.5%","9,353","86.3%","21.4%","8,585","90.4%","24.7%","15,989","83.4%","18.8%","8,373","71.7%","18.6%","","43.2%","17.4%","10.9%","6.3%","","20,566","11,603","16,108","21,084","31,816","42,408","","(X)"
"Vallejo-Fairfield, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,405","15.1%","34.1%","46.5%","4.2%","272,421","5.9%","7.7%","25.0%","28.2%","10.3%","15.3%","7.5%","86.3%","22.8%","55,317","84.9%","19.0%","54,461","85.0%","23.3%","115,125","89.0%","24.1%","47,518","83.1%","23.4%","","18.7%","13.4%","6.9%","4.1%","","40,183","18,770","31,550","41,461","54,017","70,214","","6.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,427","18.1%","35.3%","43.9%","2.7%","133,261","6.1%","8.6%","25.7%","27.6%","10.2%","14.0%","7.8%","85.3%","21.8%","28,329","81.6%","16.4%","27,486","80.8%","19.1%","56,847","88.3%","22.7%","20,599","88.0%","30.3%","","11.1%","11.6%","6.2%","3.6%","","45,321","21,370","36,703","50,289","60,284","74,808","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","18,978","11.8%","32.8%","49.5%","6.0%","139,160","5.7%","6.9%","24.4%","28.8%","10.4%","16.4%","7.3%","87.3%","23.7%","26,988","88.4%","21.7%","26,975","89.3%","27.6%","58,278","89.6%","25.5%","26,919","79.4%","18.1%","","26.1%","15.0%","7.5%","4.5%","","34,509","14,089","24,952","36,259","51,527","60,648","","(X)"
"Victoria, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,421","22.4%","37.0%","38.5%","2.0%","75,144","8.8%","12.1%","31.8%","23.1%","8.7%","10.7%","4.8%","79.1%","15.5%","13,759","81.0%","12.2%","14,253","80.4%","16.2%","31,378","83.3%","17.6%","15,754","67.9%","13.6%","","36.3%","9.8%","6.2%","2.1%","","30,381","14,735","25,229","32,529","51,503","55,353","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,496","23.6%","38.2%","35.4%","2.8%","37,662","7.4%","11.9%","32.9%","24.1%","9.5%","9.5%","4.6%","80.7%","14.2%","6,950","87.2%","11.7%","7,210","81.2%","14.3%","16,549","83.2%","16.1%","6,953","67.9%","11.7%","","25.2%","5.1%","3.8%","0.9%","","38,954","22,405","33,999","42,010","62,361","63,618","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,925","21.4%","36.0%","41.4%","1.3%","37,482","10.2%","12.3%","30.6%","22.1%","7.9%","11.8%","5.1%","77.5%","16.8%","6,809","74.6%","12.7%","7,043","79.6%","18.0%","14,829","83.4%","19.2%","8,801","68.0%","15.1%","","45.7%","14.8%","8.9%","3.2%","","20,487","10,817","17,315","23,810","45,853","50,822","","(X)"
"Vineland-Millville-Bridgeton, NJ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,724","18.0%","47.4%","29.9%","4.8%","103,770","10.2%","13.1%","40.5%","16.1%","6.9%","9.3%","3.9%","76.7%","13.2%","21,759","78.6%","11.3%","22,166","77.0%","10.3%","40,085","83.0%","17.3%","19,760","61.6%","10.2%","","24.2%","11.3%","10.7%","1.6%","","31,138","19,672","31,249","31,862","53,176","76,301","","5.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,501","17.7%","53.1%","24.3%","4.8%","53,257","10.4%","15.1%","42.8%","15.0%","5.0%","7.6%","4.0%","74.5%","11.6%","12,404","74.6%","7.5%","12,285","73.3%","8.2%","20,236","81.4%","16.5%","8,332","59.1%","10.9%","","16.7%","9.9%","7.4%","2.4%","","38,744","20,740","41,737","45,574","59,611","90,176","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,223","18.2%","40.6%","36.5%","4.6%","50,513","9.9%","11.0%","38.1%","17.2%","8.9%","11.0%","3.9%","79.1%","14.9%","9,355","84.0%","16.2%","9,881","81.6%","13.0%","19,849","84.5%","18.2%","11,428","63.4%","9.6%","","32.2%","12.7%","12.9%","1.0%","","26,396","18,110","23,037","26,230","51,397","62,444","","(X)"
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","203,584","12.1%","33.7%","47.0%","7.2%","1,077,442","3.1%","7.4%","26.3%","26.2%","8.6%","17.7%","10.8%","89.6%","28.5%","225,453","92.8%","28.7%","219,932","92.3%","31.3%","437,174","90.4%","29.8%","194,883","80.9%","22.3%","","21.4%","9.3%","6.6%","2.4%","","36,554","19,028","27,391","35,358","46,511","62,328","","5.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","111,019","14.1%","38.7%","42.6%","4.6%","509,578","3.4%","7.4%","26.5%","25.8%","8.3%","17.5%","11.1%","89.3%","28.6%","111,903","92.1%","24.4%","107,056","91.0%","29.1%","208,318","89.6%","30.5%","82,301","82.4%","28.7%","","16.2%","8.0%","4.3%","1.5%","","44,330","25,800","35,110","42,569","60,526","85,184","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","92,565","9.6%","27.8%","52.3%","10.4%","567,864","2.8%","7.4%","26.1%","26.5%","8.7%","18.0%","10.5%","89.9%","28.5%","113,550","93.5%","32.9%","112,876","93.6%","33.4%","228,856","91.1%","29.2%","112,582","79.8%","17.7%","","26.1%","10.4%","8.5%","3.3%","","30,169","13,426","21,585","28,288","39,779","51,003","","(X)"
"Visalia-Porterville, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46,739","24.4%","31.6%","42.5%","1.4%","252,444","20.5%","12.5%","23.1%","21.8%","8.7%","8.9%","4.5%","67.0%","13.4%","63,088","70.7%","11.1%","54,517","66.4%","10.4%","93,188","66.3%","15.4%","41,651","64.1%","16.5%","","31.4%","18.2%","13.4%","5.9%","","24,417","16,102","25,588","29,983","44,266","62,049","","7.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,214","31.6%","33.1%","34.2%","1.1%","124,216","20.6%","14.1%","23.3%","21.5%","8.0%","7.8%","4.7%","65.3%","12.5%","32,478","66.5%","7.3%","27,598","64.1%","8.2%","45,562","64.7%","15.1%","18,578","66.5%","21.8%","","27.8%","14.4%","11.2%","5.8%","","29,670","18,559","31,520","40,219","57,132","82,421","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,525","16.7%","30.0%","51.5%","1.8%","128,228","20.4%","10.9%","22.9%","22.2%","9.4%","10.0%","4.2%","68.7%","14.3%","30,610","75.1%","15.1%","26,919","68.8%","12.6%","47,626","67.8%","15.7%","23,073","62.1%","12.2%","","35.2%","21.9%","15.4%","6.0%","","20,572","11,081","20,211","22,438","35,370","53,242","","(X)"
"Waco, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","34,164","13.9%","29.9%","50.0%","6.1%","141,845","7.0%","11.1%","29.2%","22.3%","7.9%","15.3%","7.3%","82.0%","22.5%","30,353","82.7%","22.2%","26,649","82.3%","22.6%","55,443","81.3%","23.4%","29,400","82.1%","21.2%","","27.2%","11.9%","14.9%","3.8%","","26,866","18,107","23,697","26,818","41,648","50,810","","6.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","16,573","18.8%","31.8%","46.6%","2.8%","67,197","8.2%","9.4%","29.9%","19.9%","7.7%","16.6%","8.1%","82.3%","24.7%","14,727","83.7%","23.5%","12,961","81.6%","22.8%","27,045","79.8%","25.1%","12,464","86.9%","27.4%","","19.2%","9.5%","13.1%","4.3%","","31,690","20,944","30,277","31,619","50,412","62,075","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","17,591","9.3%","28.2%","53.3%","9.3%","74,648","5.8%","12.5%","28.5%","24.5%","8.1%","14.1%","6.5%","81.7%","20.6%","15,626","81.9%","21.1%","13,688","82.9%","22.4%","28,398","82.7%","21.7%","16,936","78.6%","16.7%","","34.4%","14.1%","16.3%","3.2%","","22,762","15,383","20,232","22,426","36,865","44,610","","(X)"
"Warner Robins, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,593","26.0%","32.1%","36.1%","5.8%","89,476","2.5%","10.6%","28.7%","28.9%","9.0%","13.6%","6.7%","86.9%","20.3%","19,258","88.1%","21.0%","19,532","93.3%","30.5%","36,482","85.7%","17.1%","14,204","79.5%","13.4%","","22.5%","12.6%","7.6%","1.7%","","33,911","16,456","30,846","34,098","47,826","60,840","","8.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,863","30.6%","41.0%","21.1%","7.4%","42,309","2.1%","10.0%","26.8%","33.0%","7.6%","15.1%","5.5%","88.0%","20.6%","9,050","85.9%","20.9%","9,961","94.5%","25.5%","17,463","87.0%","18.4%","5,835","82.7%","18.1%","","17.8%","11.8%","1.0%","0.4%","","41,724","22,407","34,395","45,448","56,327","86,199","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,730","21.2%","23.1%","51.4%","4.2%","47,167","2.9%","11.1%","30.4%","25.3%","10.3%","12.3%","7.7%","86.0%","20.0%","10,208","90.1%","21.1%","9,571","91.9%","35.7%","19,019","84.6%","15.8%","8,369","77.2%","10.1%","","26.2%","13.2%","14.3%","3.0%","","27,108","13,027","21,887","26,282","40,193","51,807","","(X)"
"Warsaw, IN Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,011","25.5%","35.0%","31.2%","8.3%","50,528","8.5%","8.6%","34.7%","22.3%","4.0%","13.7%","8.2%","82.9%","21.9%","9,349","84.6%","22.5%","10,166","77.6%","24.4%","20,631","84.2%","21.9%","10,382","84.0%","18.7%","","31.1%","8.1%","6.3%","4.4%","","29,683","19,719","28,624","27,456","42,135","51,009","","5.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,322","30.2%","32.4%","30.4%","7.0%","24,899","10.0%","8.0%","35.4%","23.1%","2.1%","14.1%","7.4%","82.0%","21.5%","4,851","82.2%","20.9%","5,291","74.1%","24.5%","10,213","83.5%","20.7%","4,544","87.7%","20.3%","","30.2%","6.5%","3.2%","2.3%","","36,767","21,252","36,444","35,995","60,101","57,479","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,689","21.3%","37.3%","31.9%","9.5%","25,629","7.0%","9.1%","34.0%","21.6%","5.9%","13.2%","9.0%","83.8%","22.2%","4,498","87.1%","24.2%","4,875","81.3%","24.3%","10,418","85.0%","23.1%","5,838","81.2%","17.5%","","32.2%","9.9%","9.0%","6.4%","","21,362","16,266","20,479","21,432","32,201","41,987","","(X)"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","517,746","14.3%","26.5%","40.9%","18.2%","3,757,454","4.9%","5.5%","19.7%","17.5%","5.6%","24.5%","22.3%","89.6%","46.8%","865,447","89.7%","48.6%","841,114","90.4%","50.5%","1,490,045","91.5%","47.2%","560,848","83.3%","37.4%","","17.2%","9.5%","6.3%","3.0%","","50,647","22,074","31,644","42,017","62,141","87,207","","4.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","261,493","17.1%","28.7%","39.3%","14.9%","1,788,714","5.1%","6.0%","19.3%","16.6%","4.8%","23.8%","24.4%","88.9%","48.2%","420,527","87.9%","44.2%","409,350","89.0%","50.1%","717,278","90.7%","49.2%","241,559","84.9%","48.9%","","13.4%","7.8%","5.2%","2.7%","","58,047","25,929","36,314","48,971","77,336","102,408","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","256,253","11.5%","24.4%","42.5%","21.7%","1,968,740","4.7%","5.0%","20.1%","18.3%","6.4%","25.1%","20.4%","90.3%","45.5%","444,920","91.5%","52.7%","431,764","91.8%","50.8%","772,767","92.2%","45.4%","319,289","82.1%","28.7%","","21.2%","10.9%","7.2%","3.2%","","43,825","17,971","27,212","37,477","51,934","71,690","","(X)"
"Waterloo-Cedar Falls, IA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","24,031","9.7%","16.0%","66.2%","8.1%","105,127","4.6%","6.3%","34.5%","20.4%","9.4%","16.8%","7.9%","89.1%","24.8%","20,692","91.8%","30.0%","18,812","92.0%","28.5%","41,534","90.6%","24.8%","24,089","82.0%","17.3%","","16.0%","11.4%","9.2%","1.9%","","30,493","21,308","26,604","26,992","36,680","55,197","","2.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,331","10.1%","17.1%","64.4%","8.5%","50,613","4.5%","7.0%","35.2%","19.8%","8.5%","17.0%","8.1%","88.6%","25.1%","10,575","87.1%","28.9%","9,317","93.2%","26.2%","20,654","90.2%","24.1%","10,067","82.4%","22.0%","","15.6%","8.4%","5.6%","1.0%","","36,251","21,798","34,707","32,736","45,271","67,488","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,700","9.4%","15.0%","67.7%","7.8%","54,514","4.8%","5.6%","33.9%","21.0%","10.3%","16.7%","7.8%","89.6%","24.4%","10,117","96.6%","31.1%","9,495","90.8%","30.9%","20,880","91.0%","25.4%","14,022","81.7%","13.9%","","16.5%","14.5%","12.3%","2.7%","","25,437","20,698","21,077","23,469","33,818","46,061","","(X)"
